report_date,group,producer,brand,tonnes,thou_rub
2023-04-01,Группа 5,Производитель 2,Бренд 21,969.04,976.18
2023-05-01,Группа 5,Производитель 8,Бренд 8,749.05,113.36
2023-06-01,Группа 5,Производитель 21,Бренд 15,452.31,784.91
2023-07-01,Группа 5,Производитель 16,Бренд 10,428.38,128.8
2023-08-01,Группа 5,Производитель 13,Бренд 6,187.35,794.13
2023-09-01,Группа 5,Производитель 22,Бренд 23,106.13,504.1
2023-10-01,Группа 5,Производитель 20,Бренд 1,703.68,924.66
2023-11-01,Группа 5,Производитель 2,Бренд 13,804.65,709.5
2023-12-01,Группа 5,Производитель 22,Бренд 3,928.04,272.66
2024-01-01,Группа 5,Производитель 12,Бренд 21,435.39,285.42
2024-02-01,Группа 5,Производитель 5,Бренд 7,109.17,849.75
2024-03-01,Группа 5,Производитель 20,Бренд 22,902.16,188.83
2024-04-01,Группа 5,Производитель 11,Бренд 7,503.57,224.41
2024-05-01,Группа 5,Производитель 12,Бренд 8,481.38,151.67
2024-06-01,Группа 5,Производитель 12,Бренд 7,114.67,545.11
2023-01-01,Группа 5,Производитель 15,Бренд 14,834.75,690.65
2023-02-01,Группа 5,Производитель 20,Бренд 21,473.43,571.13
2023-03-01,Группа 5,Производитель 18,Бренд 2,629.75,813.44
2023-04-01,Группа 5,Производитель 10,Бренд 18,848.23,695.09
2023-05-01,Группа 5,Производитель 16,Бренд 10,763.65,164.98
2023-06-01,Группа 5,Производитель 9,Бренд 14,945.47,829.84
2023-07-01,Группа 5,Производитель 1,Бренд 20,316.28,118.53
2023-08-01,Группа 5,Производитель 10,Бренд 11,921.92,692.84
2023-09-01,Группа 5,Производитель 22,Бренд 4,180.91,168.18
2023-10-01,Группа 5,Производитель 23,Бренд 6,719.89,983.06
2023-11-01,Группа 5,Производитель 6,Бренд 15,776.92,236.95
2023-12-01,Группа 5,Производитель 6,Бренд 15,578.22,880.71
2024-01-01,Группа 5,Производитель 11,Бренд 17,325.52,409.16
2024-02-01,Группа 5,Производитель 21,Бренд 7,550.39,108.55
2024-03-01,Группа 5,Производитель 21,Бренд 5,432.01,463.06
2024-04-01,Группа 5,Производитель 6,Бренд 20,825.74,904.36
2024-05-01,Группа 5,Производитель 9,Бренд 10,246.42,326.64
2024-06-01,Группа 5,Производитель 16,Бренд 23,330.28,741.33
2023-01-01,Группа 5,Производитель 11,Бренд 20,723.55,209.08
2023-02-01,Группа 5,Производитель 1,Бренд 14,442.28,418.72
2023-03-01,Группа 5,Производитель 15,Бренд 21,847.13,668.55
2023-04-01,Группа 5,Производитель 18,Бренд 1,612.24,607.62
2023-05-01,Группа 5,Производитель 9,Бренд 5,244.94,332.02
2023-06-01,Группа 5,Производитель 14,Бренд 17,336.88,197.43
2023-07-01,Группа 5,Производитель 7,Бренд 7,708.84,341.29
2023-08-01,Группа 5,Производитель 24,Бренд 8,117.22,216.45
2023-09-01,Группа 5,Производитель 13,Бренд 4,415.79,431.98
2023-10-01,Группа 5,Производитель 1,Бренд 23,319.44,724.11
2023-11-01,Группа 5,Производитель 5,Бренд 10,957.57,497.54
2023-12-01,Группа 5,Производитель 9,Бренд 2,185.35,246.94
2024-01-01,Группа 5,Производитель 10,Бренд 10,758.54,765.74
2024-02-01,Группа 5,Производитель 18,Бренд 18,212.44,596.83
2024-03-01,Группа 5,Производитель 6,Бренд 21,305.52,873.87
2024-04-01,Группа 5,Производитель 9,Бренд 19,900.69,146.46
2024-05-01,Группа 5,Производитель 3,Бренд 20,249.99,506.31
2024-06-01,Группа 5,Производитель 9,Бренд 2,619.48,491.45
2023-01-01,Группа 5,Производитель 24,Бренд 8,559.19,759.82
2023-02-01,Группа 5,Производитель 14,Бренд 21,629.06,938.87
2023-03-01,Группа 5,Производитель 20,Бренд 22,658.38,494.58
2023-04-01,Группа 5,Производитель 11,Бренд 6,257.3,980.11
2023-05-01,Группа 5,Производитель 24,Бренд 12,711.81,668.35
2023-06-01,Группа 5,Производитель 24,Бренд 19,952.91,432.39
2023-07-01,Группа 5,Производитель 11,Бренд 4,846.22,246.22
2023-08-01,Группа 5,Производитель 21,Бренд 20,110.89,320.17
2023-09-01,Группа 5,Производитель 7,Бренд 14,709.89,825.24
2023-10-01,Группа 5,Производитель 11,Бренд 14,150.94,527.14
2023-11-01,Группа 5,Производитель 22,Бренд 23,571.45,169.07
2023-12-01,Группа 5,Производитель 18,Бренд 15,755.09,758.03
2024-01-01,Группа 5,Производитель 7,Бренд 22,186.82,757.37
2024-02-01,Группа 5,Производитель 5,Бренд 23,842.57,922.86
2024-03-01,Группа 5,Производитель 11,Бренд 11,893.33,883.48
2024-04-01,Группа 5,Производитель 14,Бренд 4,615.34,431.39
2024-05-01,Группа 5,Производитель 15,Бренд 11,306.6,312.58
2024-06-01,Группа 5,Производитель 1,Бренд 13,291.66,354.86
2023-01-01,Группа 5,Производитель 6,Бренд 18,357.33,385.95
2023-02-01,Группа 5,Производитель 12,Бренд 9,255.78,911.4
2023-03-01,Группа 5,Производитель 12,Бренд 13,954.07,902.41
2023-04-01,Группа 5,Производитель 23,Бренд 1,322.73,461.17
2023-05-01,Группа 5,Производитель 19,Бренд 17,669.11,255.65
2023-06-01,Группа 5,Производитель 19,Бренд 3,301.67,480.04
2023-07-01,Группа 5,Производитель 15,Бренд 18,114.8,859.64
2023-08-01,Группа 5,Производитель 14,Бренд 9,344.94,246.53
2023-09-01,Группа 5,Производитель 9,Бренд 21,624.39,339.56
2023-10-01,Группа 5,Производитель 1,Бренд 21,776.2,835.59
2023-11-01,Группа 5,Производитель 4,Бренд 17,535.31,731.67
2023-12-01,Группа 5,Производитель 2,Бренд 21,213.1,579.02
2024-01-01,Группа 5,Производитель 11,Бренд 16,201.12,708.72
2024-02-01,Группа 5,Производитель 12,Бренд 8,614.19,657.29
2024-03-01,Группа 5,Производитель 12,Бренд 8,330.79,579.42
2024-04-01,Группа 5,Производитель 4,Бренд 18,576.15,521.93
2024-05-01,Группа 5,Производитель 7,Бренд 19,279.8,613.59
2024-06-01,Группа 5,Производитель 1,Бренд 15,528.89,948.61
2023-01-01,Группа 5,Производитель 10,Бренд 23,465.51,784.05
2023-02-01,Группа 5,Производитель 6,Бренд 20,142.28,692.89
2023-03-01,Группа 5,Производитель 10,Бренд 15,269.05,786.23
2023-04-01,Группа 5,Производитель 15,Бренд 19,759.46,857.86
2023-05-01,Группа 5,Производитель 3,Бренд 21,475.83,740.23
2023-06-01,Группа 5,Производитель 14,Бренд 8,445.27,709.33
2023-07-01,Группа 5,Производитель 22,Бренд 9,700.68,870.24
2023-08-01,Группа 5,Производитель 3,Бренд 21,344.1,436.84
2023-09-01,Группа 5,Производитель 20,Бренд 7,747.73,334.09
2023-10-01,Группа 5,Производитель 17,Бренд 17,117.64,179.77
2023-11-01,Группа 5,Производитель 15,Бренд 24,264.91,747.05
2023-12-01,Группа 5,Производитель 18,Бренд 3,860.8,367.49
2024-01-01,Группа 5,Производитель 7,Бренд 21,681.26,638.3
2024-02-01,Группа 5,Производитель 16,Бренд 3,595.69,562.88
2024-03-01,Группа 5,Производитель 14,Бренд 16,115.69,298.74
2024-04-01,Группа 5,Производитель 24,Бренд 2,735.14,846.75
2024-05-01,Группа 5,Производитель 9,Бренд 19,443.54,211.18
2024-06-01,Группа 5,Производитель 21,Бренд 20,129.86,229.13
2023-01-01,Группа 5,Производитель 6,Бренд 14,146.65,572.38
2023-02-01,Группа 5,Производитель 6,Бренд 12,112.31,424.44
2023-03-01,Группа 5,Производитель 7,Бренд 16,429.02,140.97
2023-04-01,Группа 5,Производитель 9,Бренд 3,613.85,125.89
2023-05-01,Группа 5,Производитель 14,Бренд 23,523.79,286.68
2023-06-01,Группа 5,Производитель 13,Бренд 16,570.1,588.82
2023-07-01,Группа 5,Производитель 8,Бренд 5,662.6,842.37
2023-08-01,Группа 5,Производитель 1,Бренд 16,374.54,289.69
2023-09-01,Группа 5,Производитель 16,Бренд 7,638.44,615.48
2023-10-01,Группа 5,Производитель 9,Бренд 22,380.77,580.14
2023-11-01,Группа 5,Производитель 21,Бренд 14,331.47,863.91
2023-12-01,Группа 5,Производитель 12,Бренд 15,209.63,841.07
2024-01-01,Группа 5,Производитель 18,Бренд 23,188.56,210.82
2024-02-01,Группа 5,Производитель 19,Бренд 24,585.51,932.43
2024-03-01,Группа 5,Производитель 22,Бренд 14,694.45,193.23
2024-04-01,Группа 5,Производитель 21,Бренд 14,269.68,974.53
2024-05-01,Группа 5,Производитель 22,Бренд 22,506.69,866.14
2024-06-01,Группа 5,Производитель 6,Бренд 11,757.36,845.56
2023-01-01,Группа 5,Производитель 19,Бренд 14,445.99,696.88
2023-01-01,Группа 5,Производитель 7,Бренд 20,679.27,496.82
2023-02-01,Группа 5,Производитель 12,Бренд 2,734.8,738.21
2023-03-01,Группа 5,Производитель 6,Бренд 7,194.79,824.81
2023-04-01,Группа 5,Производитель 6,Бренд 5,975.19,117.89
2023-05-01,Группа 5,Производитель 8,Бренд 6,792.51,278.89
2023-06-01,Группа 5,Производитель 2,Бренд 11,877.8,366.79
2023-07-01,Группа 5,Производитель 23,Бренд 18,220.05,182.01
2023-08-01,Группа 5,Производитель 10,Бренд 12,489.97,905.21
2023-09-01,Группа 5,Производитель 16,Бренд 21,721.61,315.46
2023-10-01,Группа 5,Производитель 3,Бренд 7,331.66,640.91
2023-11-01,Группа 5,Производитель 4,Бренд 17,205.29,638.98
2023-12-01,Группа 5,Производитель 3,Бренд 5,803.14,726.86
2024-01-01,Группа 5,Производитель 2,Бренд 6,936.17,232.43
2024-02-01,Группа 5,Производитель 8,Бренд 22,201.87,756.61
2024-03-01,Группа 5,Производитель 2,Бренд 14,928.07,318.94
2024-04-01,Группа 5,Производитель 9,Бренд 9,682.47,439.95
2024-05-01,Группа 5,Производитель 12,Бренд 3,282.55,781.74
2024-06-01,Группа 5,Производитель 24,Бренд 9,343.38,621.76
2023-01-01,Группа 5,Производитель 5,Бренд 21,835.57,621.5
2023-02-01,Группа 5,Производитель 4,Бренд 2,736.75,355.61
2023-03-01,Группа 5,Производитель 20,Бренд 24,238.16,181.3
2023-04-01,Группа 5,Производитель 15,Бренд 24,652.21,904.74
2023-05-01,Группа 5,Производитель 5,Бренд 1,241.43,280.88
2023-06-01,Группа 5,Производитель 1,Бренд 21,574.8,520.2
2023-07-01,Группа 5,Производитель 3,Бренд 10,472.44,602.78
2023-08-01,Группа 5,Производитель 21,Бренд 15,420.59,893.66
2023-09-01,Группа 5,Производитель 2,Бренд 21,293.34,356.84
2023-10-01,Группа 5,Производитель 3,Бренд 1,590.06,868.86
2023-11-01,Группа 5,Производитель 24,Бренд 21,971.42,710.97
2023-12-01,Группа 5,Производитель 10,Бренд 19,610.6,313.89
2024-01-01,Группа 5,Производитель 6,Бренд 9,405.79,310.23
2024-02-01,Группа 5,Производитель 12,Бренд 5,195.98,741.41
2024-03-01,Группа 5,Производитель 15,Бренд 6,890.9,407.07
2024-04-01,Группа 5,Производитель 20,Бренд 5,175.42,744.62
2024-05-01,Группа 5,Производитель 1,Бренд 14,447.96,645.99
2024-06-01,Группа 5,Производитель 12,Бренд 5,522.71,398.68
2023-01-01,Группа 5,Производитель 13,Бренд 10,160.91,503.2
2023-02-01,Группа 5,Производитель 7,Бренд 2,433.95,406.56
2023-03-01,Группа 5,Производитель 9,Бренд 1,727.4,294.74
2023-04-01,Группа 5,Производитель 20,Бренд 21,163.75,450.31
2023-05-01,Группа 5,Производитель 5,Бренд 13,443.18,316.92
2023-06-01,Группа 5,Производитель 5,Бренд 19,103.92,300.04
2023-07-01,Группа 5,Производитель 15,Бренд 9,457.5,775.51
2023-08-01,Группа 5,Производитель 24,Бренд 14,419.22,581.99
2023-09-01,Группа 5,Производитель 23,Бренд 9,927.64,177.12
2023-10-01,Группа 5,Производитель 16,Бренд 7,109.86,152.65
2023-11-01,Группа 5,Производитель 3,Бренд 5,558.05,809.52
2023-12-01,Группа 5,Производитель 1,Бренд 7,604.42,611.88
2024-01-01,Группа 5,Производитель 1,Бренд 15,571.86,827.41
2024-02-01,Группа 5,Производитель 24,Бренд 24,950.57,311.64
2024-03-01,Группа 5,Производитель 13,Бренд 7,744.79,701.13
2024-04-01,Группа 5,Производитель 21,Бренд 1,681.8,650.74
2024-05-01,Группа 5,Производитель 14,Бренд 24,151.14,177.74
2024-06-01,Группа 5,Производитель 5,Бренд 11,237.38,661.23
2023-01-01,Группа 5,Производитель 15,Бренд 16,745.97,864.11
2023-02-01,Группа 5,Производитель 24,Бренд 17,898.02,515.82
2023-03-01,Группа 5,Производитель 20,Бренд 19,265.58,645.97
2023-04-01,Группа 5,Производитель 11,Бренд 18,650.35,433.25
2023-05-01,Группа 5,Производитель 17,Бренд 20,936.84,677.35
2023-06-01,Группа 5,Производитель 24,Бренд 22,336.51,807.73
2023-07-01,Группа 5,Производитель 24,Бренд 5,115.13,588.1
2023-08-01,Группа 5,Производитель 13,Бренд 12,509.77,748.53
2023-09-01,Группа 5,Производитель 20,Бренд 21,377.74,587.08
2023-10-01,Группа 5,Производитель 10,Бренд 9,421.23,843.32
2023-11-01,Группа 5,Производитель 18,Бренд 20,211.14,262.52
2023-12-01,Группа 5,Производитель 9,Бренд 22,767.55,644.04
2024-01-01,Группа 5,Производитель 10,Бренд 15,180.16,965.73
2024-02-01,Группа 5,Производитель 18,Бренд 7,824.98,318.05
2024-03-01,Группа 5,Производитель 5,Бренд 21,622.23,235.69
2024-04-01,Группа 5,Производитель 19,Бренд 4,265.32,150.94
2024-05-01,Группа 5,Производитель 18,Бренд 10,700.55,275.15
2024-06-01,Группа 5,Производитель 20,Бренд 12,110.47,689.65
2023-01-01,Группа 5,Производитель 13,Бренд 6,947.54,814.61
2023-02-01,Группа 5,Производитель 19,Бренд 9,839.68,925.97
2023-03-01,Группа 5,Производитель 2,Бренд 8,958.7,236.28
2023-04-01,Группа 5,Производитель 4,Бренд 11,114.47,783.37
2023-05-01,Группа 5,Производитель 12,Бренд 19,261.66,921.6
2023-06-01,Группа 5,Производитель 2,Бренд 12,922.56,994.42
2023-07-01,Группа 5,Производитель 7,Бренд 15,265.15,914.88
2023-08-01,Группа 5,Производитель 8,Бренд 7,513.18,751.08
2023-09-01,Группа 5,Производитель 10,Бренд 13,213.18,237.99
2023-10-01,Группа 5,Производитель 8,Бренд 4,920.24,317.14
2023-11-01,Группа 5,Производитель 6,Бренд 21,402.62,797.16
2023-12-01,Группа 5,Производитель 10,Бренд 9,669.03,559.44
2024-01-01,Группа 5,Производитель 19,Бренд 3,129.93,985.49
2024-02-01,Группа 5,Производитель 14,Бренд 4,557.39,283.28
2024-03-01,Группа 5,Производитель 3,Бренд 1,811.74,411.05
2024-04-01,Группа 5,Производитель 7,Бренд 24,308.54,944.93
2024-05-01,Группа 5,Производитель 1,Бренд 15,377.27,242.13
2024-06-01,Группа 5,Производитель 24,Бренд 7,244.32,882.01
2023-01-01,Группа 5,Производитель 18,Бренд 17,557.38,847.15
2023-02-01,Группа 5,Производитель 10,Бренд 8,189.87,797.23
2023-03-01,Группа 5,Производитель 18,Бренд 21,964.31,242.24
2023-04-01,Группа 5,Производитель 6,Бренд 22,356.4,199.09
2023-05-01,Группа 5,Производитель 7,Бренд 12,498.26,528.7
2023-06-01,Группа 5,Производитель 10,Бренд 3,351.74,328.93
2023-07-01,Группа 5,Производитель 3,Бренд 16,499.95,333.45
2023-08-01,Группа 5,Производитель 11,Бренд 16,365.66,286.67
2023-09-01,Группа 5,Производитель 8,Бренд 9,985.19,247.61
2023-10-01,Группа 5,Производитель 14,Бренд 4,349.59,970.26
2023-11-01,Группа 5,Производитель 16,Бренд 4,346.99,593.34
2023-12-01,Группа 5,Производитель 5,Бренд 21,921.99,418.17
2024-01-01,Группа 5,Производитель 15,Бренд 20,849.14,933.09
2024-02-01,Группа 5,Производитель 11,Бренд 2,285.93,252.36
2024-03-01,Группа 5,Производитель 22,Бренд 23,785.19,298.36
2024-04-01,Группа 5,Производитель 23,Бренд 20,256.17,141.19
2024-05-01,Группа 5,Производитель 23,Бренд 4,110.59,887.99
2024-06-01,Группа 5,Производитель 4,Бренд 15,835.08,476.14
2023-03-01,Группа 5,Производитель 7,Бренд 15,822.98,867.55
2023-08-01,Группа 5,Производитель 20,Бренд 16,514.43,620.94
2023-09-01,Группа 5,Производитель 2,Бренд 16,737.52,400.96
2023-10-01,Группа 5,Производитель 6,Бренд 15,427.42,275.05
2023-11-01,Группа 5,Производитель 9,Бренд 17,150.01,169.84
2023-12-01,Группа 5,Производитель 8,Бренд 13,474.52,918.42
2024-01-01,Группа 5,Производитель 5,Бренд 11,720.08,501.08
2024-02-01,Группа 5,Производитель 22,Бренд 15,797.24,342.46
2024-03-01,Группа 5,Производитель 11,Бренд 8,465.82,738.8
2024-04-01,Группа 5,Производитель 12,Бренд 7,974.35,135.96
2024-05-01,Группа 5,Производитель 12,Бренд 10,554.95,678.45
2024-06-01,Группа 5,Производитель 23,Бренд 17,279.78,113.81
2023-01-01,Группа 5,Производитель 24,Бренд 7,161.92,197.7
2023-02-01,Группа 5,Производитель 1,Бренд 10,114.38,345.76
2023-03-01,Группа 5,Производитель 19,Бренд 14,662.94,782.88
2023-04-01,Группа 5,Производитель 14,Бренд 9,225.56,628.28
2023-05-01,Группа 5,Производитель 16,Бренд 4,557.85,839.36
2023-06-01,Группа 5,Производитель 2,Бренд 3,419.31,974.24
2023-07-01,Группа 5,Производитель 13,Бренд 12,572.53,676.27
2023-08-01,Группа 5,Производитель 13,Бренд 22,885.77,537.31
2023-09-01,Группа 5,Производитель 23,Бренд 14,807.18,666.42
2023-10-01,Группа 5,Производитель 19,Бренд 6,309.84,124.2
2023-11-01,Группа 5,Производитель 16,Бренд 22,470.53,228.34
2023-12-01,Группа 5,Производитель 4,Бренд 1,659.74,829.9
2024-01-01,Группа 5,Производитель 9,Бренд 13,602.83,483.19
2024-02-01,Группа 5,Производитель 6,Бренд 4,433.55,593.81
2024-03-01,Группа 5,Производитель 6,Бренд 8,404.67,840.23
2024-04-01,Группа 5,Производитель 21,Бренд 12,736.66,208.19
2024-05-01,Группа 5,Производитель 14,Бренд 15,644.27,306.2
2024-06-01,Группа 5,Производитель 19,Бренд 24,154.34,398.43
2023-01-01,Группа 5,Производитель 14,Бренд 2,109.02,783.7
2023-02-01,Группа 5,Производитель 14,Бренд 17,629.38,925.52
2023-03-01,Группа 5,Производитель 2,Бренд 8,377.52,274.94
2023-04-01,Группа 5,Производитель 15,Бренд 14,388.99,985.53
2023-05-01,Группа 5,Производитель 11,Бренд 13,770.07,536.68
2023-06-01,Группа 5,Производитель 5,Бренд 19,955.76,216.91
2023-07-01,Группа 5,Производитель 14,Бренд 15,512.89,409.96
2023-08-01,Группа 5,Производитель 13,Бренд 9,840.56,281.49
2023-09-01,Группа 5,Производитель 7,Бренд 6,930.67,497.25
2023-10-01,Группа 5,Производитель 22,Бренд 24,725.79,260.59
2023-11-01,Группа 5,Производитель 23,Бренд 20,959.86,475.01
2023-12-01,Группа 5,Производитель 11,Бренд 20,327.84,495.16
2024-01-01,Группа 5,Производитель 4,Бренд 8,948.27,281.85
2024-02-01,Группа 5,Производитель 2,Бренд 6,556.47,307.65
2024-03-01,Группа 5,Производитель 22,Бренд 24,367.43,614.65
2024-04-01,Группа 5,Производитель 23,Бренд 14,128.92,850.06
2024-05-01,Группа 5,Производитель 15,Бренд 23,344.64,777.95
2024-06-01,Группа 5,Производитель 19,Бренд 5,850.64,980.54
2023-01-01,Группа 5,Производитель 3,Бренд 9,316.05,396.7
2023-02-01,Группа 5,Производитель 2,Бренд 15,220.42,710.16
2023-03-01,Группа 5,Производитель 8,Бренд 1,177.83,782.76
2023-04-01,Группа 5,Производитель 11,Бренд 19,164.14,334.54
2023-05-01,Группа 5,Производитель 10,Бренд 15,128.75,526.02
2023-06-01,Группа 5,Производитель 4,Бренд 19,786.54,443.34
2023-07-01,Группа 5,Производитель 2,Бренд 21,263.07,113.0
2023-08-01,Группа 5,Производитель 22,Бренд 19,335.49,330.98
2023-09-01,Группа 5,Производитель 14,Бренд 13,993.61,672.67
2023-10-01,Группа 5,Производитель 16,Бренд 21,470.3,419.92
2023-11-01,Группа 5,Производитель 14,Бренд 22,547.98,395.71
2023-12-01,Группа 5,Производитель 23,Бренд 19,462.15,174.8
2024-01-01,Группа 5,Производитель 5,Бренд 11,508.05,412.74
2024-02-01,Группа 5,Производитель 12,Бренд 6,728.91,121.1
2024-03-01,Группа 5,Производитель 7,Бренд 13,323.49,371.05
2024-04-01,Группа 5,Производитель 24,Бренд 6,975.21,725.15
2024-05-01,Группа 5,Производитель 18,Бренд 10,393.66,674.88
2024-06-01,Группа 5,Производитель 2,Бренд 6,228.91,866.63
2023-01-01,Группа 5,Производитель 2,Бренд 2,413.08,494.24
2023-02-01,Группа 5,Производитель 6,Бренд 22,579.13,457.19
2023-03-01,Группа 5,Производитель 7,Бренд 5,872.3,591.93
2023-04-01,Группа 5,Производитель 20,Бренд 16,516.65,191.0
2023-05-01,Группа 5,Производитель 24,Бренд 21,895.85,138.9
2023-06-01,Группа 5,Производитель 15,Бренд 11,310.9,454.88
2023-07-01,Группа 5,Производитель 21,Бренд 12,947.63,507.09
2023-08-01,Группа 5,Производитель 23,Бренд 4,430.52,645.4
2023-09-01,Группа 5,Производитель 5,Бренд 17,457.21,269.42
2023-10-01,Группа 5,Производитель 9,Бренд 22,703.22,488.19
2023-11-01,Группа 5,Производитель 6,Бренд 17,935.89,327.43
2023-12-01,Группа 5,Производитель 1,Бренд 5,867.63,807.3
2024-01-01,Группа 5,Производитель 3,Бренд 5,569.85,393.99
2024-02-01,Группа 5,Производитель 12,Бренд 22,177.48,678.1
2024-03-01,Группа 5,Производитель 7,Бренд 1,774.06,782.33
2024-04-01,Группа 5,Производитель 4,Бренд 14,888.6,355.7
2024-05-01,Группа 5,Производитель 15,Бренд 4,472.96,223.85
2024-06-01,Группа 5,Производитель 4,Бренд 13,166.19,246.81
2023-01-01,Группа 5,Производитель 5,Бренд 1,714.59,953.62
2023-02-01,Группа 5,Производитель 6,Бренд 12,349.04,245.18
2023-03-01,Группа 5,Производитель 11,Бренд 6,130.95,898.99
2023-04-01,Группа 5,Производитель 5,Бренд 14,752.84,514.36
2023-05-01,Группа 5,Производитель 5,Бренд 14,646.26,769.58
2023-06-01,Группа 5,Производитель 11,Бренд 22,502.65,917.02
2023-07-01,Группа 5,Производитель 13,Бренд 10,635.23,822.25
2023-08-01,Группа 5,Производитель 14,Бренд 9,291.01,355.62
2023-09-01,Группа 5,Производитель 12,Бренд 6,730.53,570.57
2023-10-01,Группа 5,Производитель 20,Бренд 24,414.75,786.03
2023-11-01,Группа 5,Производитель 19,Бренд 19,275.18,251.6
2023-12-01,Группа 5,Производитель 1,Бренд 22,902.98,684.86
2024-01-01,Группа 5,Производитель 13,Бренд 7,339.45,277.19
2024-02-01,Группа 5,Производитель 2,Бренд 24,769.56,133.43
2024-03-01,Группа 5,Производитель 16,Бренд 22,464.82,861.89
2024-04-01,Группа 5,Производитель 9,Бренд 2,868.99,103.23
2024-05-01,Группа 5,Производитель 20,Бренд 4,785.47,934.41
2024-06-01,Группа 5,Производитель 11,Бренд 4,186.35,340.07
2023-01-01,Группа 5,Производитель 24,Бренд 6,741.01,311.53
2023-02-01,Группа 5,Производитель 3,Бренд 15,931.91,868.18
2023-03-01,Группа 5,Производитель 8,Бренд 5,894.23,323.61
2023-04-01,Группа 5,Производитель 19,Бренд 8,444.76,476.01
2023-05-01,Группа 5,Производитель 11,Бренд 5,867.43,513.3
2023-06-01,Группа 5,Производитель 7,Бренд 9,185.27,311.45
2023-07-01,Группа 5,Производитель 22,Бренд 4,916.76,483.66
2023-08-01,Группа 5,Производитель 24,Бренд 19,988.86,384.12
2023-09-01,Группа 5,Производитель 9,Бренд 24,423.11,754.54
2023-10-01,Группа 5,Производитель 16,Бренд 9,737.14,401.07
2023-11-01,Группа 5,Производитель 14,Бренд 3,374.6,791.43
2023-12-01,Группа 5,Производитель 2,Бренд 1,782.95,637.89
2024-01-01,Группа 5,Производитель 12,Бренд 23,174.59,182.06
2024-02-01,Группа 5,Производитель 22,Бренд 3,326.44,230.09
2024-03-01,Группа 5,Производитель 11,Бренд 8,810.57,416.18
2024-04-01,Группа 5,Производитель 11,Бренд 10,620.56,255.22
2024-05-01,Группа 5,Производитель 24,Бренд 3,116.85,724.56
2024-06-01,Группа 5,Производитель 20,Бренд 1,916.74,617.49
2023-01-01,Группа 5,Производитель 18,Бренд 9,942.78,525.45
2023-02-01,Группа 5,Производитель 18,Бренд 11,418.43,495.48
2023-03-01,Группа 5,Производитель 10,Бренд 12,268.93,931.88
2023-04-01,Группа 5,Производитель 7,Бренд 19,851.37,841.66
2023-05-01,Группа 5,Производитель 24,Бренд 16,251.48,442.71
2023-06-01,Группа 5,Производитель 12,Бренд 15,622.84,786.04
2023-07-01,Группа 5,Производитель 5,Бренд 24,858.38,798.58
2023-08-01,Группа 5,Производитель 2,Бренд 9,198.4,906.28
2023-09-01,Группа 5,Производитель 1,Бренд 13,871.16,703.52
2023-10-01,Группа 5,Производитель 1,Бренд 5,378.6,948.87
2023-11-01,Группа 5,Производитель 11,Бренд 15,832.27,934.2
2023-12-01,Группа 5,Производитель 9,Бренд 8,304.38,123.06
2024-01-01,Группа 5,Производитель 2,Бренд 17,502.02,995.38
2024-02-01,Группа 5,Производитель 23,Бренд 2,628.66,359.78
2024-03-01,Группа 5,Производитель 24,Бренд 5,697.64,665.27
2024-04-01,Группа 5,Производитель 18,Бренд 5,573.68,837.9
2024-05-01,Группа 5,Производитель 21,Бренд 11,656.32,912.6
2024-06-01,Группа 5,Производитель 19,Бренд 23,333.3,269.8
2023-01-01,Группа 5,Производитель 23,Бренд 19,304.1,161.62
2023-02-01,Группа 5,Производитель 11,Бренд 5,921.59,162.04
2023-03-01,Группа 5,Производитель 18,Бренд 5,143.27,123.77
2023-04-01,Группа 5,Производитель 23,Бренд 2,991.67,747.24
2023-05-01,Группа 5,Производитель 16,Бренд 5,788.03,395.13
2023-06-01,Группа 5,Производитель 14,Бренд 7,726.23,563.73
2023-07-01,Группа 5,Производитель 1,Бренд 16,459.04,397.41
2023-08-01,Группа 5,Производитель 15,Бренд 13,584.68,187.89
2023-09-01,Группа 5,Производитель 12,Бренд 14,394.55,680.62
2023-10-01,Группа 5,Производитель 22,Бренд 23,930.71,237.89
2023-11-01,Группа 5,Производитель 5,Бренд 6,146.18,126.1
2023-12-01,Группа 5,Производитель 6,Бренд 21,976.07,573.12
2024-01-01,Группа 5,Производитель 1,Бренд 9,878.27,965.33
2024-02-01,Группа 5,Производитель 6,Бренд 21,599.28,724.71
2023-01-01,Группа 5,Производитель 2,Бренд 5,821.75,329.3
2023-02-01,Группа 5,Производитель 14,Бренд 10,190.02,682.75
2023-03-01,Группа 5,Производитель 23,Бренд 5,581.62,188.41
2023-04-01,Группа 5,Производитель 14,Бренд 23,711.14,833.72
2023-05-01,Группа 5,Производитель 7,Бренд 15,762.42,577.93
2023-06-01,Группа 5,Производитель 16,Бренд 13,760.89,664.65
2023-07-01,Группа 5,Производитель 18,Бренд 2,690.66,856.85
2023-08-01,Группа 5,Производитель 3,Бренд 24,344.67,970.27
2023-09-01,Группа 5,Производитель 21,Бренд 8,280.61,790.42
2023-10-01,Группа 5,Производитель 7,Бренд 5,648.41,290.23
2023-11-01,Группа 5,Производитель 4,Бренд 21,137.13,762.83
2023-12-01,Группа 5,Производитель 7,Бренд 24,122.33,490.73
2024-01-01,Группа 5,Производитель 11,Бренд 20,230.17,639.21
2024-02-01,Группа 5,Производитель 12,Бренд 3,251.45,436.19
2024-03-01,Группа 5,Производитель 9,Бренд 6,382.09,908.2
